# Overlay Triplets exported by BVH_3D_ver4.C
# Format: {BH2, BVH_U, BVH_D}
# Rule: mask+dilation, EX excluded
{8, 9, 43}
{8, 9, 44}
{8, 9, 45}
{8, 9, 46}
{8, 9, 47}
{8, 9, 48}
{8, 10, 13}
{8, 10, 14}
{8, 10, 15}
{8, 10, 16}
{8, 10, 17}
{8, 10, 18}
{8, 10, 19}
{8, 10, 20}
{8, 10, 21}
{8, 10, 22}
{8, 10, 23}
{8, 10, 24}
{8, 10, 25}
{8, 10, 26}
{8, 10, 27}
{8, 10, 28}
{8, 10, 29}
{8, 10, 30}
{8, 10, 31}
{8, 10, 32}
{8, 10, 33}
{8, 10, 34}
{8, 10, 35}
{8, 10, 36}
{8, 10, 37}
{8, 10, 38}
{8, 10, 39}
{8, 10, 40}
{8, 10, 41}
{8, 10, 42}
{8, 10, 43}
{8, 10, 44}
{8, 10, 45}
{8, 11, 13}
{8, 11, 14}
{8, 11, 15}
{8, 11, 16}
{8, 11, 17}
{8, 11, 18}
{8, 11, 19}
{8, 11, 20}
{8, 11, 21}
{8, 11, 22}
{8, 11, 23}
{8, 11, 24}
{8, 11, 25}
{8, 11, 26}
{8, 11, 27}
{8, 11, 28}
{8, 11, 29}
{8, 11, 30}
{8, 11, 31}
{8, 11, 32}
{8, 11, 33}
{8, 11, 34}
{8, 11, 35}
{8, 12, 11}
{8, 12, 12}
{8, 12, 13}
{8, 12, 14}
{8, 12, 15}
{8, 12, 16}
{8, 12, 17}
{8, 12, 18}
{8, 12, 19}
{8, 12, 20}
{8, 12, 21}
{8, 12, 22}
{8, 12, 23}
{8, 12, 24}
{8, 12, 25}
{8, 12, 26}
{8, 12, 27}
{8, 13, 11}
{8, 13, 12}
{8, 13, 13}
{8, 13, 14}
{8, 13, 15}
{8, 13, 16}
{8, 13, 17}
{8, 13, 18}
{8, 13, 19}
{8, 13, 20}
{8, 14, 11}
{8, 14, 12}
{8, 14, 13}
{9, 5, 43}
{9, 5, 44}
{9, 5, 45}
{9, 5, 46}
{9, 5, 47}
{9, 6, 37}
{9, 6, 38}
{9, 6, 39}
{9, 6, 40}
{9, 6, 41}
{9, 6, 42}
{9, 6, 43}
{9, 6, 44}
{9, 6, 45}
{9, 6, 46}
{9, 6, 47}
{9, 6, 48}
{9, 6, 49}
{9, 7, 31}
{9, 7, 32}
{9, 7, 33}
{9, 7, 34}
{9, 7, 35}
{9, 7, 36}
{9, 7, 37}
{9, 7, 38}
{9, 7, 39}
{9, 7, 40}
{9, 7, 41}
{9, 7, 42}
{9, 7, 43}
{9, 7, 44}
{9, 7, 45}
{9, 7, 46}
{9, 7, 47}
{9, 7, 48}
{9, 7, 49}
{9, 8, 22}
{9, 8, 23}
{9, 8, 24}
{9, 8, 25}
{9, 8, 26}
{9, 8, 27}
{9, 8, 28}
{9, 8, 29}
{9, 8, 30}
{9, 8, 31}
{9, 8, 32}
{9, 8, 33}
{9, 8, 34}
{9, 8, 35}
{9, 8, 36}
{9, 8, 37}
{9, 8, 38}
{9, 8, 39}
{9, 8, 40}
{9, 8, 41}
{9, 8, 42}
{9, 8, 43}
{9, 8, 44}
{9, 8, 45}
{9, 8, 46}
{9, 8, 47}
{9, 8, 48}
{9, 8, 49}
{9, 9, 19}
{9, 9, 20}
{9, 9, 21}
{9, 9, 22}
{9, 9, 23}
{9, 9, 24}
{9, 9, 25}
{9, 9, 26}
{9, 9, 27}
{9, 9, 28}
{9, 9, 29}
{9, 9, 30}
{9, 9, 31}
{9, 9, 32}
{9, 9, 33}
{9, 9, 34}
{9, 9, 35}
{9, 9, 36}
{9, 9, 37}
{9, 9, 38}
{9, 9, 39}
{9, 9, 40}
{9, 9, 41}
{9, 9, 42}
{9, 9, 43}
{9, 9, 44}
{9, 9, 45}
{9, 9, 46}
{9, 10, 17}
{9, 10, 18}
{9, 10, 19}
{9, 10, 20}
{9, 10, 21}
{9, 10, 22}
{9, 10, 23}
{9, 10, 24}
{9, 10, 25}
{9, 10, 26}
{9, 10, 27}
{9, 10, 28}
{9, 10, 29}
{9, 10, 30}
{9, 10, 31}
{9, 10, 32}
{9, 10, 33}
{9, 10, 34}
{9, 10, 35}
{9, 10, 36}
{9, 10, 37}
{9, 10, 38}
{9, 10, 39}
{9, 10, 40}
{9, 10, 41}
{9, 10, 42}
{9, 10, 43}
{9, 10, 44}
{9, 10, 45}
{9, 10, 46}
{9, 11, 17}
{9, 11, 18}
{9, 11, 19}
{9, 11, 20}
{9, 11, 21}
{9, 11, 22}
{9, 11, 23}
{9, 11, 24}
{9, 11, 25}
{9, 11, 26}
{9, 11, 27}
{9, 11, 28}
{9, 11, 29}
{9, 11, 30}
{9, 11, 31}
{9, 11, 32}
{9, 11, 33}
{9, 11, 34}
{9, 11, 35}
{9, 11, 36}
{9, 11, 37}
{9, 11, 38}
{9, 11, 39}
{9, 11, 40}
{9, 11, 41}
{9, 11, 42}
{9, 11, 43}
{9, 11, 44}
{9, 11, 45}
{9, 11, 46}
{9, 12, 17}
{9, 12, 18}
{9, 12, 19}
{9, 12, 20}
{9, 12, 21}
{9, 12, 22}
{9, 12, 23}
{9, 12, 24}
{9, 12, 25}
{9, 12, 26}
{9, 12, 27}
{9, 12, 28}
{9, 12, 29}
{9, 12, 30}
{9, 12, 31}
{9, 12, 32}
{9, 12, 33}
{9, 12, 34}
{9, 12, 35}
{9, 12, 36}
{9, 12, 37}
{9, 13, 17}
{9, 13, 18}
{9, 13, 19}
{9, 13, 20}
{9, 13, 21}
{9, 13, 22}
{9, 13, 23}
{9, 13, 24}
{9, 13, 25}
{9, 13, 26}
{9, 13, 27}
{9, 13, 28}
{9, 13, 29}
{9, 13, 30}
{9, 14, 17}
{9, 14, 18}
{9, 14, 19}
{9, 14, 20}
{9, 14, 21}
{9, 14, 22}
{9, 14, 23}
{9, 14, 24}
{9, 14, 25}
{9, 14, 26}
{9, 14, 27}
{10, 6, 46}
{10, 6, 47}
{10, 6, 48}
{10, 6, 49}
{10, 6, 50}
{10, 6, 51}
{10, 6, 52}
{10, 6, 53}
{10, 6, 54}
{10, 6, 55}
{10, 6, 56}
{10, 7, 39}
{10, 7, 40}
{10, 7, 41}
{10, 7, 42}
{10, 7, 43}
{10, 7, 44}
{10, 7, 45}
{10, 7, 46}
{10, 7, 47}
{10, 7, 48}
{10, 7, 49}
{10, 7, 50}
{10, 7, 51}
{10, 7, 52}
{10, 7, 53}
{10, 7, 54}
{10, 7, 55}
{10, 7, 56}
{10, 8, 33}
{10, 8, 34}
{10, 8, 35}
{10, 8, 36}
{10, 8, 37}
{10, 8, 38}
{10, 8, 39}
{10, 8, 40}
{10, 8, 41}
{10, 8, 42}
{10, 8, 43}
{10, 8, 44}
{10, 8, 45}
{10, 8, 46}
{10, 8, 47}
{10, 8, 48}
{10, 8, 49}
{10, 8, 50}
{10, 8, 51}
{10, 8, 52}
{10, 8, 53}
{10, 8, 54}
{10, 8, 55}
{10, 8, 56}
{10, 9, 25}
{10, 9, 26}
{10, 9, 27}
{10, 9, 30}
{10, 9, 31}
{10, 9, 32}
{10, 9, 33}
{10, 9, 34}
{10, 9, 35}
{10, 9, 36}
{10, 9, 37}
{10, 9, 38}
{10, 9, 39}
{10, 9, 40}
{10, 9, 41}
{10, 9, 42}
{10, 9, 43}
{10, 9, 44}
{10, 9, 45}
{10, 9, 46}
{10, 9, 47}
{10, 9, 48}
{10, 10, 21}
{10, 10, 22}
{10, 10, 23}
{10, 10, 24}
{10, 10, 25}
{10, 10, 26}
{10, 10, 27}
{10, 10, 28}
{10, 10, 29}
{10, 10, 30}
{10, 10, 31}
{10, 10, 32}
{10, 10, 33}
{10, 10, 34}
{10, 10, 35}
{10, 10, 36}
{10, 10, 37}
{10, 10, 38}
{10, 10, 39}
{10, 10, 40}
{10, 10, 41}
{10, 10, 42}
{10, 10, 43}
{10, 10, 44}
{10, 10, 45}
{10, 10, 46}
{10, 10, 47}
{10, 10, 48}
{10, 11, 20}
{10, 11, 21}
{10, 11, 22}
{10, 11, 23}
{10, 11, 24}
{10, 11, 25}
{10, 11, 26}
{10, 11, 27}
{10, 11, 28}
{10, 11, 29}
{10, 11, 30}
{10, 11, 31}
{10, 11, 32}
{10, 11, 33}
{10, 11, 34}
{10, 11, 35}
{10, 11, 36}
{10, 11, 37}
{10, 11, 38}
{10, 11, 39}
{10, 11, 40}
{10, 11, 41}
{10, 11, 42}
{10, 11, 43}
{10, 11, 44}
{10, 11, 45}
{10, 11, 46}
{10, 11, 47}
{10, 12, 20}
{10, 12, 21}
{10, 12, 22}
{10, 12, 23}
{10, 12, 24}
{10, 12, 25}
{10, 12, 26}
{10, 12, 27}
{10, 12, 28}
{10, 12, 29}
{10, 12, 30}
{10, 12, 31}
{10, 12, 32}
{10, 12, 33}
{10, 12, 34}
{10, 12, 35}
{10, 12, 36}
{10, 12, 37}
{10, 12, 38}
{10, 12, 39}
{10, 12, 40}
{10, 12, 41}
{10, 12, 42}
{10, 12, 43}
{10, 12, 44}
{10, 12, 45}
{10, 12, 46}
{10, 12, 47}
{10, 13, 17}
{10, 13, 18}
{10, 13, 19}
{10, 13, 20}
{10, 13, 21}
{10, 13, 22}
{10, 13, 23}
{10, 13, 24}
{10, 13, 25}
{10, 13, 26}
{10, 13, 27}
{10, 13, 28}
{10, 13, 29}
{10, 13, 30}
{10, 13, 31}
{10, 13, 32}
{10, 13, 33}
{10, 13, 34}
{10, 13, 35}
{10, 13, 36}
{10, 13, 37}
{10, 13, 38}
{10, 13, 39}
{10, 13, 40}
{10, 13, 41}
{10, 14, 17}
{10, 14, 18}
{10, 14, 19}
{10, 14, 20}
{10, 14, 21}
{10, 14, 22}
{10, 14, 23}
{10, 14, 24}
{10, 14, 25}
{10, 14, 26}
{10, 14, 27}
{10, 14, 28}
{10, 14, 29}
{10, 14, 30}
{10, 14, 31}
{10, 14, 32}
{10, 14, 33}
{10, 14, 34}
{10, 14, 35}
{10, 14, 36}
{11, 7, 49}
{11, 7, 50}
{11, 7, 51}
{11, 8, 42}
{11, 8, 43}
{11, 8, 44}
{11, 8, 45}
{11, 8, 46}
{11, 8, 47}
{11, 8, 48}
{11, 8, 49}
{11, 8, 50}
{11, 8, 51}
{11, 8, 52}
{11, 9, 37}
{11, 9, 38}
{11, 9, 39}
{11, 9, 40}
{11, 9, 41}
{11, 9, 42}
{11, 9, 43}
{11, 9, 44}
{11, 9, 45}
{11, 9, 46}
{11, 9, 47}
{11, 9, 48}
{11, 9, 49}
{11, 9, 50}
{11, 9, 51}
{11, 9, 52}
{11, 10, 31}
{11, 10, 32}
{11, 10, 33}
{11, 10, 34}
{11, 10, 35}
{11, 10, 36}
{11, 10, 37}
{11, 10, 38}
{11, 10, 39}
{11, 10, 40}
{11, 10, 41}
{11, 10, 42}
{11, 10, 43}
{11, 10, 44}
{11, 10, 45}
{11, 10, 46}
{11, 10, 47}
{11, 10, 48}
{11, 10, 49}
{11, 10, 50}
{11, 10, 51}
{11, 10, 52}
{11, 11, 27}
{11, 11, 28}
{11, 11, 29}
{11, 11, 30}
{11, 11, 31}
{11, 11, 32}
{11, 11, 33}
{11, 11, 34}
{11, 11, 35}
{11, 11, 36}
{11, 11, 37}
{11, 11, 38}
{11, 11, 39}
{11, 11, 40}
{11, 11, 41}
{11, 11, 42}
{11, 11, 43}
{11, 11, 44}
{11, 11, 45}
{11, 11, 46}
{11, 11, 47}
{11, 11, 48}
{11, 11, 49}
{11, 11, 50}
{11, 11, 51}
{11, 11, 52}
{11, 12, 21}
{11, 12, 22}
{11, 12, 23}
{11, 12, 24}
{11, 12, 25}
{11, 12, 26}
{11, 12, 27}
{11, 12, 28}
{11, 12, 29}
{11, 12, 30}
{11, 12, 31}
{11, 12, 32}
{11, 12, 33}
{11, 12, 34}
{11, 12, 35}
{11, 12, 36}
{11, 12, 37}
{11, 12, 38}
{11, 12, 39}
{11, 12, 40}
{11, 12, 41}
{11, 12, 42}
{11, 12, 43}
{11, 12, 44}
{11, 12, 45}
{11, 12, 46}
{11, 12, 47}
{11, 12, 48}
{11, 13, 21}
{11, 13, 22}
{11, 13, 23}
{11, 13, 24}
{11, 13, 25}
{11, 13, 26}
{11, 13, 27}
{11, 13, 28}
{11, 13, 29}
{11, 13, 30}
{11, 13, 31}
{11, 13, 32}
{11, 13, 33}
{11, 13, 34}
{11, 13, 35}
{11, 13, 36}
{11, 13, 37}
{11, 13, 38}
{11, 13, 39}
{11, 13, 40}
{11, 13, 41}
{11, 13, 42}
{11, 13, 43}
{11, 13, 44}
{11, 14, 21}
{11, 14, 22}
{11, 14, 23}
{11, 14, 24}
{11, 14, 25}
{11, 14, 26}
{11, 14, 27}
{11, 14, 28}
{11, 14, 29}
{11, 14, 30}
{11, 14, 31}
{11, 14, 32}
{11, 14, 33}
{11, 14, 34}
{11, 14, 35}
{11, 14, 36}
{11, 14, 37}
{11, 14, 38}
{11, 14, 39}
{11, 14, 40}
{12, 8, 53}
{12, 8, 54}
{12, 8, 55}
{12, 9, 45}
{12, 9, 46}
{12, 9, 47}
{12, 9, 48}
{12, 9, 49}
{12, 9, 50}
{12, 9, 51}
{12, 9, 52}
{12, 9, 53}
{12, 9, 54}
{12, 9, 55}
{12, 10, 40}
{12, 10, 41}
{12, 10, 42}
{12, 10, 43}
{12, 10, 44}
{12, 10, 45}
{12, 10, 46}
{12, 10, 47}
{12, 10, 48}
{12, 10, 49}
{12, 10, 50}
{12, 10, 51}
{12, 10, 52}
{12, 10, 53}
{12, 10, 54}
{12, 10, 55}
{12, 11, 36}
{12, 11, 37}
{12, 11, 38}
{12, 11, 39}
{12, 11, 40}
{12, 11, 41}
{12, 11, 42}
{12, 11, 43}
{12, 11, 44}
{12, 11, 45}
{12, 11, 46}
{12, 11, 47}
{12, 11, 48}
{12, 11, 49}
{12, 11, 50}
{12, 11, 51}
{12, 11, 52}
{12, 11, 53}
{12, 11, 54}
{12, 12, 31}
{12, 12, 32}
{12, 12, 33}
{12, 12, 34}
{12, 12, 35}
{12, 12, 36}
{12, 12, 37}
{12, 12, 38}
{12, 12, 39}
{12, 12, 40}
{12, 12, 41}
{12, 12, 42}
{12, 12, 43}
{12, 12, 44}
{12, 12, 45}
{12, 12, 46}
{12, 12, 47}
{12, 12, 48}
{12, 12, 49}
{12, 12, 50}
{12, 12, 51}
{12, 12, 52}
{12, 13, 26}
{12, 13, 27}
{12, 13, 28}
{12, 13, 29}
{12, 13, 30}
{12, 13, 31}
{12, 13, 32}
{12, 13, 33}
{12, 13, 34}
{12, 13, 35}
{12, 13, 36}
{12, 13, 37}
{12, 13, 38}
{12, 13, 39}
{12, 13, 40}
{12, 13, 41}
{12, 13, 42}
{12, 13, 43}
{12, 13, 44}
{12, 13, 45}
{12, 13, 46}
{12, 13, 47}
{12, 13, 48}
{12, 13, 49}
{12, 13, 50}
{12, 14, 26}
{12, 14, 27}
{12, 14, 28}
{12, 14, 29}
{12, 14, 30}
{12, 14, 31}
{12, 14, 32}
{12, 14, 33}
{12, 14, 34}
{12, 14, 35}
{12, 14, 36}
{12, 14, 37}
{12, 14, 38}
{12, 14, 39}
{12, 14, 40}
{12, 14, 41}
{12, 14, 42}
{12, 14, 43}
{12, 14, 44}
{12, 14, 45}
{12, 14, 46}
{13, 10, 48}
{13, 10, 49}
{13, 10, 50}
{13, 10, 51}
{13, 10, 52}
{13, 10, 53}
{13, 11, 43}
{13, 11, 44}
{13, 11, 45}
{13, 11, 46}
{13, 11, 47}
{13, 11, 48}
{13, 11, 49}
{13, 11, 50}
{13, 11, 51}
{13, 11, 52}
{13, 11, 53}
{13, 12, 39}
{13, 12, 40}
{13, 12, 41}
{13, 12, 42}
{13, 12, 43}
{13, 12, 44}
{13, 12, 45}
{13, 12, 46}
{13, 12, 47}
{13, 12, 48}
{13, 12, 49}
{13, 12, 50}
{13, 12, 51}
{13, 12, 52}
{13, 12, 53}
{13, 13, 34}
{13, 13, 35}
{13, 13, 36}
{13, 13, 37}
{13, 13, 38}
{13, 13, 39}
{13, 13, 40}
{13, 13, 41}
{13, 13, 42}
{13, 13, 43}
{13, 13, 44}
{13, 13, 45}
{13, 13, 46}
{13, 13, 47}
{13, 13, 48}
{13, 13, 49}
{13, 13, 50}
{13, 13, 51}
{13, 13, 52}
{13, 13, 53}
{13, 14, 34}
{13, 14, 35}
{13, 14, 36}
{13, 14, 37}
{13, 14, 38}
{13, 14, 39}
{13, 14, 40}
{13, 14, 41}
{13, 14, 42}
{13, 14, 43}
{13, 14, 44}
{13, 14, 45}
{13, 14, 46}
{13, 14, 47}
{13, 14, 48}
{13, 14, 49}
{13, 14, 50}
{13, 14, 51}
{13, 14, 52}
{14, 12, 46}
{14, 12, 47}
{14, 12, 48}
{14, 12, 49}
{14, 12, 50}
{14, 12, 51}
{14, 12, 52}
{14, 13, 41}
{14, 13, 42}
{14, 13, 43}
{14, 13, 44}
{14, 13, 45}
{14, 13, 46}
{14, 13, 47}
{14, 13, 48}
{14, 13, 49}
{14, 13, 50}
{14, 13, 51}
{14, 13, 52}
{14, 14, 41}
{14, 14, 42}
{14, 14, 43}
{14, 14, 44}
{14, 14, 45}
{14, 14, 46}
{14, 14, 47}
{14, 14, 48}
{14, 14, 49}
{14, 14, 50}
{14, 14, 51}
{14, 14, 52}
