# Overlay Triplets exported by BVH_3D_ver4.C
# Format: {BH2, BVH_U, BVH_D}
# Rule: mask+dilation, EX excluded
{7, 10, 40}
{7, 10, 41}
{7, 10, 42}
{7, 10, 43}
{7, 10, 44}
{7, 10, 45}
{7, 10, 46}
{7, 10, 47}
{7, 11, 12}
{7, 11, 13}
{7, 11, 14}
{7, 11, 15}
{7, 11, 16}
{7, 11, 17}
{7, 11, 18}
{7, 11, 19}
{7, 11, 20}
{7, 11, 21}
{7, 11, 22}
{7, 11, 23}
{7, 11, 24}
{7, 11, 25}
{7, 11, 26}
{7, 11, 27}
{7, 11, 28}
{7, 11, 29}
{7, 11, 30}
{7, 11, 31}
{7, 11, 32}
{7, 11, 33}
{7, 11, 34}
{7, 11, 35}
{7, 11, 36}
{7, 11, 37}
{7, 11, 38}
{7, 11, 39}
{7, 11, 40}
{7, 11, 41}
{7, 11, 42}
{7, 11, 43}
{7, 11, 44}
{7, 11, 45}
{7, 11, 46}
{7, 11, 47}
{7, 12, 12}
{7, 12, 13}
{7, 12, 14}
{7, 12, 15}
{7, 12, 16}
{7, 12, 17}
{7, 12, 18}
{7, 12, 19}
{7, 12, 20}
{7, 12, 21}
{7, 12, 22}
{7, 12, 23}
{7, 12, 24}
{7, 12, 25}
{7, 12, 26}
{7, 12, 27}
{7, 12, 28}
{7, 12, 29}
{7, 12, 30}
{7, 12, 31}
{7, 12, 32}
{7, 12, 33}
{7, 12, 34}
{7, 12, 35}
{7, 12, 36}
{7, 12, 37}
{7, 12, 38}
{7, 12, 39}
{7, 12, 40}
{7, 12, 41}
{7, 12, 42}
{7, 12, 43}
{7, 12, 44}
{7, 13, 13}
{7, 13, 14}
{7, 13, 15}
{7, 13, 16}
{7, 13, 17}
{7, 13, 18}
{7, 13, 19}
{7, 13, 20}
{7, 13, 21}
{7, 13, 22}
{7, 13, 23}
{7, 13, 24}
{7, 13, 25}
{7, 13, 26}
{7, 13, 27}
{7, 13, 28}
{7, 13, 29}
{7, 13, 30}
{7, 13, 31}
{7, 13, 32}
{7, 13, 33}
{7, 13, 34}
{7, 13, 35}
{7, 13, 36}
{7, 14, 14}
{7, 14, 15}
{7, 14, 16}
{7, 14, 17}
{7, 14, 18}
{7, 14, 19}
{7, 14, 20}
{7, 14, 21}
{7, 14, 22}
{7, 14, 23}
{7, 14, 24}
{7, 14, 25}
{7, 14, 26}
{7, 14, 27}
{7, 15, 14}
{7, 15, 15}
{7, 15, 16}
{7, 15, 17}
{7, 15, 18}
{7, 15, 19}
{7, 15, 20}
{7, 15, 21}
{7, 15, 22}
{8, 7, 44}
{8, 7, 45}
{8, 7, 46}
{8, 7, 47}
{8, 7, 48}
{8, 7, 49}
{8, 7, 50}
{8, 8, 37}
{8, 8, 38}
{8, 8, 39}
{8, 8, 40}
{8, 8, 41}
{8, 8, 42}
{8, 8, 43}
{8, 8, 44}
{8, 8, 45}
{8, 8, 46}
{8, 8, 47}
{8, 8, 48}
{8, 8, 49}
{8, 8, 50}
{8, 9, 31}
{8, 9, 32}
{8, 9, 33}
{8, 9, 34}
{8, 9, 35}
{8, 9, 36}
{8, 9, 37}
{8, 9, 38}
{8, 9, 39}
{8, 9, 40}
{8, 9, 41}
{8, 9, 42}
{8, 9, 43}
{8, 9, 44}
{8, 9, 45}
{8, 9, 46}
{8, 9, 47}
{8, 9, 48}
{8, 9, 49}
{8, 9, 50}
{8, 10, 22}
{8, 10, 23}
{8, 10, 24}
{8, 10, 25}
{8, 10, 26}
{8, 10, 27}
{8, 10, 28}
{8, 10, 29}
{8, 10, 30}
{8, 10, 31}
{8, 10, 32}
{8, 10, 33}
{8, 10, 34}
{8, 10, 35}
{8, 10, 36}
{8, 10, 37}
{8, 10, 38}
{8, 10, 39}
{8, 10, 40}
{8, 10, 41}
{8, 10, 42}
{8, 10, 43}
{8, 10, 44}
{8, 10, 45}
{8, 10, 46}
{8, 10, 47}
{8, 11, 16}
{8, 11, 17}
{8, 11, 18}
{8, 11, 19}
{8, 11, 20}
{8, 11, 21}
{8, 11, 22}
{8, 11, 23}
{8, 11, 24}
{8, 11, 25}
{8, 11, 26}
{8, 11, 27}
{8, 11, 28}
{8, 11, 29}
{8, 11, 30}
{8, 11, 31}
{8, 11, 32}
{8, 11, 33}
{8, 11, 34}
{8, 11, 35}
{8, 11, 36}
{8, 11, 37}
{8, 11, 38}
{8, 11, 39}
{8, 11, 40}
{8, 11, 41}
{8, 11, 42}
{8, 11, 43}
{8, 11, 44}
{8, 11, 45}
{8, 11, 46}
{8, 11, 47}
{8, 12, 14}
{8, 12, 15}
{8, 12, 16}
{8, 12, 17}
{8, 12, 18}
{8, 12, 19}
{8, 12, 20}
{8, 12, 21}
{8, 12, 22}
{8, 12, 23}
{8, 12, 24}
{8, 12, 25}
{8, 12, 26}
{8, 12, 27}
{8, 12, 28}
{8, 12, 29}
{8, 12, 30}
{8, 12, 31}
{8, 12, 32}
{8, 12, 33}
{8, 12, 34}
{8, 12, 35}
{8, 12, 36}
{8, 12, 37}
{8, 12, 38}
{8, 12, 39}
{8, 12, 40}
{8, 12, 41}
{8, 12, 42}
{8, 12, 43}
{8, 12, 44}
{8, 12, 45}
{8, 12, 46}
{8, 12, 47}
{8, 13, 14}
{8, 13, 15}
{8, 13, 16}
{8, 13, 17}
{8, 13, 18}
{8, 13, 19}
{8, 13, 20}
{8, 13, 21}
{8, 13, 22}
{8, 13, 23}
{8, 13, 24}
{8, 13, 25}
{8, 13, 26}
{8, 13, 27}
{8, 13, 28}
{8, 13, 29}
{8, 13, 30}
{8, 13, 31}
{8, 13, 32}
{8, 13, 33}
{8, 13, 34}
{8, 13, 35}
{8, 13, 36}
{8, 13, 37}
{8, 13, 38}
{8, 13, 39}
{8, 13, 40}
{8, 13, 41}
{8, 13, 42}
{8, 13, 43}
{8, 13, 44}
{8, 13, 45}
{8, 13, 46}
{8, 13, 47}
{8, 14, 13}
{8, 14, 14}
{8, 14, 15}
{8, 14, 16}
{8, 14, 17}
{8, 14, 18}
{8, 14, 19}
{8, 14, 20}
{8, 14, 21}
{8, 14, 22}
{8, 14, 23}
{8, 14, 24}
{8, 14, 25}
{8, 14, 26}
{8, 14, 27}
{8, 14, 28}
{8, 14, 29}
{8, 14, 30}
{8, 14, 31}
{8, 14, 32}
{8, 14, 33}
{8, 14, 34}
{8, 14, 35}
{8, 14, 36}
{8, 14, 37}
{8, 14, 38}
{8, 14, 39}
{8, 14, 40}
{8, 15, 13}
{8, 15, 14}
{8, 15, 15}
{8, 15, 16}
{8, 15, 17}
{8, 15, 18}
{8, 15, 19}
{8, 15, 20}
{8, 15, 21}
{8, 15, 22}
{8, 15, 23}
{8, 15, 24}
{8, 15, 25}
{8, 15, 26}
{8, 15, 27}
{8, 15, 28}
{8, 15, 29}
{8, 15, 30}
{8, 15, 31}
{8, 16, 13}
{8, 16, 14}
{8, 16, 15}
{8, 16, 16}
{8, 16, 17}
{8, 16, 18}
{8, 16, 19}
{8, 16, 20}
{8, 16, 21}
{8, 16, 22}
{8, 16, 23}
{8, 16, 24}
{8, 16, 25}
{8, 17, 16}
{8, 17, 17}
{8, 17, 18}
{9, 8, 44}
{9, 8, 45}
{9, 8, 46}
{9, 8, 49}
{9, 8, 50}
{9, 8, 51}
{9, 9, 40}
{9, 9, 41}
{9, 9, 42}
{9, 9, 43}
{9, 9, 44}
{9, 9, 45}
{9, 9, 46}
{9, 9, 47}
{9, 9, 48}
{9, 9, 49}
{9, 9, 50}
{9, 9, 51}
{9, 10, 32}
{9, 10, 33}
{9, 10, 34}
{9, 10, 35}
{9, 10, 36}
{9, 10, 37}
{9, 10, 38}
{9, 10, 39}
{9, 10, 40}
{9, 10, 41}
{9, 10, 42}
{9, 10, 43}
{9, 10, 44}
{9, 10, 45}
{9, 10, 46}
{9, 10, 47}
{9, 10, 48}
{9, 10, 49}
{9, 10, 50}
{9, 10, 51}
{9, 11, 28}
{9, 11, 29}
{9, 11, 30}
{9, 11, 31}
{9, 11, 32}
{9, 11, 33}
{9, 11, 34}
{9, 11, 35}
{9, 11, 36}
{9, 11, 37}
{9, 11, 38}
{9, 11, 39}
{9, 11, 40}
{9, 11, 41}
{9, 11, 42}
{9, 11, 43}
{9, 11, 44}
{9, 11, 45}
{9, 11, 46}
{9, 11, 47}
{9, 11, 48}
{9, 11, 49}
{9, 11, 50}
{9, 12, 16}
{9, 12, 17}
{9, 12, 18}
{9, 12, 22}
{9, 12, 23}
{9, 12, 24}
{9, 12, 25}
{9, 12, 26}
{9, 12, 27}
{9, 12, 28}
{9, 12, 29}
{9, 12, 30}
{9, 12, 31}
{9, 12, 32}
{9, 12, 33}
{9, 12, 34}
{9, 12, 35}
{9, 12, 36}
{9, 12, 37}
{9, 12, 38}
{9, 12, 39}
{9, 12, 40}
{9, 12, 41}
{9, 12, 42}
{9, 12, 43}
{9, 12, 44}
{9, 12, 45}
{9, 12, 46}
{9, 12, 47}
{9, 12, 48}
{9, 12, 49}
{9, 12, 50}
{9, 13, 15}
{9, 13, 16}
{9, 13, 17}
{9, 13, 18}
{9, 13, 20}
{9, 13, 21}
{9, 13, 22}
{9, 13, 23}
{9, 13, 24}
{9, 13, 25}
{9, 13, 26}
{9, 13, 27}
{9, 13, 28}
{9, 13, 29}
{9, 13, 30}
{9, 13, 31}
{9, 13, 32}
{9, 13, 33}
{9, 13, 34}
{9, 13, 35}
{9, 13, 36}
{9, 13, 37}
{9, 13, 38}
{9, 13, 39}
{9, 13, 40}
{9, 13, 41}
{9, 13, 42}
{9, 13, 43}
{9, 13, 44}
{9, 13, 45}
{9, 13, 46}
{9, 13, 47}
{9, 13, 48}
{9, 13, 49}
{9, 13, 50}
{9, 14, 15}
{9, 14, 16}
{9, 14, 17}
{9, 14, 18}
{9, 14, 19}
{9, 14, 20}
{9, 14, 21}
{9, 14, 22}
{9, 14, 23}
{9, 14, 24}
{9, 14, 25}
{9, 14, 26}
{9, 14, 27}
{9, 14, 28}
{9, 14, 29}
{9, 14, 30}
{9, 14, 31}
{9, 14, 32}
{9, 14, 33}
{9, 14, 34}
{9, 14, 35}
{9, 14, 36}
{9, 14, 37}
{9, 14, 38}
{9, 14, 39}
{9, 14, 40}
{9, 14, 41}
{9, 14, 42}
{9, 14, 43}
{9, 14, 44}
{9, 14, 45}
{9, 14, 46}
{9, 14, 47}
{9, 15, 15}
{9, 15, 16}
{9, 15, 17}
{9, 15, 18}
{9, 15, 19}
{9, 15, 20}
{9, 15, 21}
{9, 15, 22}
{9, 15, 23}
{9, 15, 24}
{9, 15, 25}
{9, 15, 26}
{9, 15, 27}
{9, 15, 28}
{9, 15, 29}
{9, 15, 30}
{9, 15, 31}
{9, 15, 32}
{9, 15, 33}
{9, 15, 34}
{9, 15, 35}
{9, 15, 36}
{9, 15, 37}
{9, 15, 38}
{9, 15, 39}
{9, 15, 40}
{9, 15, 44}
{9, 15, 45}
{9, 15, 46}
{9, 15, 47}
{9, 16, 17}
{9, 16, 18}
{9, 16, 19}
{9, 16, 20}
{9, 16, 21}
{9, 16, 22}
{9, 16, 23}
{9, 16, 24}
{9, 16, 25}
{9, 16, 26}
{9, 16, 27}
{9, 16, 28}
{9, 16, 29}
{9, 16, 30}
{9, 16, 31}
{9, 16, 32}
{9, 16, 33}
{9, 16, 34}
{9, 16, 35}
{9, 16, 36}
{9, 16, 37}
{9, 16, 38}
{9, 17, 17}
{9, 17, 18}
{9, 17, 19}
{9, 17, 20}
{9, 17, 21}
{9, 17, 22}
{9, 17, 23}
{9, 17, 24}
{9, 17, 25}
{9, 17, 26}
{9, 17, 27}
{9, 17, 28}
{9, 18, 18}
{9, 18, 19}
{9, 18, 20}
{9, 18, 21}
{9, 18, 22}
{10, 9, 50}
{10, 9, 51}
{10, 9, 52}
{10, 9, 53}
{10, 10, 41}
{10, 10, 42}
{10, 10, 43}
{10, 10, 44}
{10, 10, 45}
{10, 10, 46}
{10, 10, 47}
{10, 10, 48}
{10, 10, 49}
{10, 10, 50}
{10, 10, 51}
{10, 10, 52}
{10, 10, 53}
{10, 10, 54}
{10, 10, 55}
{10, 10, 56}
{10, 11, 36}
{10, 11, 37}
{10, 11, 38}
{10, 11, 39}
{10, 11, 40}
{10, 11, 41}
{10, 11, 42}
{10, 11, 43}
{10, 11, 44}
{10, 11, 45}
{10, 11, 46}
{10, 11, 47}
{10, 11, 48}
{10, 11, 49}
{10, 11, 50}
{10, 11, 51}
{10, 11, 52}
{10, 11, 53}
{10, 11, 54}
{10, 11, 55}
{10, 11, 56}
{10, 12, 32}
{10, 12, 33}
{10, 12, 34}
{10, 12, 35}
{10, 12, 36}
{10, 12, 37}
{10, 12, 38}
{10, 12, 39}
{10, 12, 40}
{10, 12, 41}
{10, 12, 42}
{10, 12, 43}
{10, 12, 44}
{10, 12, 45}
{10, 12, 46}
{10, 12, 47}
{10, 12, 48}
{10, 12, 49}
{10, 12, 50}
{10, 12, 51}
{10, 12, 52}
{10, 12, 53}
{10, 12, 54}
{10, 12, 55}
{10, 12, 56}
{10, 13, 21}
{10, 13, 22}
{10, 13, 23}
{10, 13, 24}
{10, 13, 25}
{10, 13, 26}
{10, 13, 27}
{10, 13, 28}
{10, 13, 29}
{10, 13, 30}
{10, 13, 31}
{10, 13, 32}
{10, 13, 33}
{10, 13, 34}
{10, 13, 35}
{10, 13, 36}
{10, 13, 37}
{10, 13, 38}
{10, 13, 39}
{10, 13, 40}
{10, 13, 41}
{10, 13, 42}
{10, 13, 43}
{10, 13, 44}
{10, 13, 45}
{10, 13, 46}
{10, 13, 47}
{10, 13, 48}
{10, 13, 49}
{10, 13, 53}
{10, 13, 54}
{10, 13, 55}
{10, 14, 18}
{10, 14, 19}
{10, 14, 20}
{10, 14, 21}
{10, 14, 22}
{10, 14, 23}
{10, 14, 24}
{10, 14, 25}
{10, 14, 26}
{10, 14, 27}
{10, 14, 28}
{10, 14, 29}
{10, 14, 30}
{10, 14, 31}
{10, 14, 32}
{10, 14, 33}
{10, 14, 34}
{10, 14, 35}
{10, 14, 36}
{10, 14, 37}
{10, 14, 38}
{10, 14, 39}
{10, 14, 40}
{10, 14, 41}
{10, 14, 42}
{10, 14, 43}
{10, 14, 44}
{10, 14, 45}
{10, 14, 46}
{10, 14, 47}
{10, 14, 48}
{10, 14, 49}
{10, 15, 18}
{10, 15, 19}
{10, 15, 20}
{10, 15, 21}
{10, 15, 22}
{10, 15, 23}
{10, 15, 24}
{10, 15, 25}
{10, 15, 26}
{10, 15, 27}
{10, 15, 28}
{10, 15, 29}
{10, 15, 30}
{10, 15, 31}
{10, 15, 32}
{10, 15, 33}
{10, 15, 34}
{10, 15, 35}
{10, 15, 36}
{10, 15, 37}
{10, 15, 38}
{10, 15, 39}
{10, 15, 40}
{10, 15, 41}
{10, 15, 42}
{10, 15, 43}
{10, 15, 46}
{10, 15, 47}
{10, 15, 48}
{10, 15, 49}
{10, 16, 17}
{10, 16, 18}
{10, 16, 19}
{10, 16, 20}
{10, 16, 21}
{10, 16, 22}
{10, 16, 23}
{10, 16, 24}
{10, 16, 25}
{10, 16, 26}
{10, 16, 27}
{10, 16, 28}
{10, 16, 29}
{10, 16, 30}
{10, 16, 31}
{10, 16, 32}
{10, 16, 33}
{10, 16, 34}
{10, 16, 35}
{10, 16, 36}
{10, 16, 37}
{10, 16, 38}
{10, 16, 39}
{10, 16, 40}
{10, 16, 41}
{10, 17, 17}
{10, 17, 18}
{10, 17, 19}
{10, 17, 20}
{10, 17, 21}
{10, 17, 22}
{10, 17, 23}
{10, 17, 24}
{10, 17, 25}
{10, 17, 26}
{10, 17, 27}
{10, 17, 28}
{10, 17, 29}
{10, 17, 30}
{10, 17, 31}
{10, 17, 32}
{10, 17, 33}
{10, 17, 34}
{10, 17, 35}
{10, 17, 36}
{10, 17, 38}
{10, 17, 39}
{10, 17, 40}
{10, 18, 17}
{10, 18, 18}
{10, 18, 19}
{10, 18, 20}
{10, 18, 21}
{10, 18, 22}
{10, 18, 23}
{10, 18, 24}
{10, 18, 25}
{10, 18, 26}
{10, 18, 27}
{10, 18, 28}
{10, 18, 29}
{10, 18, 30}
{10, 18, 31}
{10, 19, 21}
{10, 19, 22}
{10, 19, 23}
{11, 10, 52}
{11, 10, 53}
{11, 10, 54}
{11, 10, 55}
{11, 10, 56}
{11, 10, 57}
{11, 10, 58}
{11, 10, 59}
{11, 11, 45}
{11, 11, 46}
{11, 11, 47}
{11, 11, 49}
{11, 11, 50}
{11, 11, 51}
{11, 11, 52}
{11, 11, 53}
{11, 11, 54}
{11, 11, 55}
{11, 11, 56}
{11, 11, 57}
{11, 11, 58}
{11, 11, 59}
{11, 12, 40}
{11, 12, 41}
{11, 12, 42}
{11, 12, 43}
{11, 12, 44}
{11, 12, 45}
{11, 12, 46}
{11, 12, 47}
{11, 12, 48}
{11, 12, 49}
{11, 12, 50}
{11, 12, 51}
{11, 12, 52}
{11, 12, 53}
{11, 12, 54}
{11, 12, 55}
{11, 12, 56}
{11, 12, 57}
{11, 12, 58}
{11, 12, 59}
{11, 13, 33}
{11, 13, 34}
{11, 13, 35}
{11, 13, 36}
{11, 13, 37}
{11, 13, 38}
{11, 13, 39}
{11, 13, 40}
{11, 13, 41}
{11, 13, 42}
{11, 13, 43}
{11, 13, 44}
{11, 13, 45}
{11, 13, 46}
{11, 13, 47}
{11, 13, 48}
{11, 13, 49}
{11, 13, 50}
{11, 13, 51}
{11, 13, 52}
{11, 13, 53}
{11, 13, 54}
{11, 13, 55}
{11, 14, 27}
{11, 14, 28}
{11, 14, 29}
{11, 14, 30}
{11, 14, 31}
{11, 14, 32}
{11, 14, 33}
{11, 14, 34}
{11, 14, 35}
{11, 14, 36}
{11, 14, 37}
{11, 14, 38}
{11, 14, 39}
{11, 14, 40}
{11, 14, 41}
{11, 14, 42}
{11, 14, 43}
{11, 14, 44}
{11, 14, 45}
{11, 14, 46}
{11, 14, 47}
{11, 14, 48}
{11, 14, 49}
{11, 14, 50}
{11, 14, 51}
{11, 14, 52}
{11, 15, 25}
{11, 15, 26}
{11, 15, 27}
{11, 15, 28}
{11, 15, 29}
{11, 15, 30}
{11, 15, 31}
{11, 15, 32}
{11, 15, 33}
{11, 15, 34}
{11, 15, 35}
{11, 15, 36}
{11, 15, 37}
{11, 15, 38}
{11, 15, 39}
{11, 15, 40}
{11, 15, 41}
{11, 15, 42}
{11, 15, 43}
{11, 15, 44}
{11, 15, 45}
{11, 15, 46}
{11, 15, 47}
{11, 15, 48}
{11, 15, 49}
{11, 15, 50}
{11, 15, 51}
{11, 16, 21}
{11, 16, 22}
{11, 16, 23}
{11, 16, 24}
{11, 16, 25}
{11, 16, 26}
{11, 16, 27}
{11, 16, 28}
{11, 16, 29}
{11, 16, 30}
{11, 16, 31}
{11, 16, 32}
{11, 16, 33}
{11, 16, 34}
{11, 16, 35}
{11, 16, 36}
{11, 16, 37}
{11, 16, 38}
{11, 16, 39}
{11, 16, 40}
{11, 16, 41}
{11, 16, 42}
{11, 16, 43}
{11, 16, 44}
{11, 16, 45}
{11, 16, 46}
{11, 17, 21}
{11, 17, 22}
{11, 17, 23}
{11, 17, 24}
{11, 17, 25}
{11, 17, 26}
{11, 17, 27}
{11, 17, 28}
{11, 17, 29}
{11, 17, 30}
{11, 17, 31}
{11, 17, 32}
{11, 17, 33}
{11, 17, 34}
{11, 17, 35}
{11, 17, 36}
{11, 17, 37}
{11, 17, 38}
{11, 17, 39}
{11, 17, 40}
{11, 17, 41}
{11, 17, 42}
{11, 18, 21}
{11, 18, 22}
{11, 18, 23}
{11, 18, 24}
{11, 18, 25}
{11, 18, 26}
{11, 18, 27}
{11, 18, 28}
{11, 18, 29}
{11, 18, 30}
{11, 18, 31}
{11, 18, 32}
{11, 18, 33}
{11, 18, 34}
{11, 18, 35}
{11, 18, 36}
{11, 18, 37}
{11, 19, 22}
{11, 19, 23}
{11, 19, 24}
{11, 19, 25}
{11, 19, 26}
{11, 19, 27}
{11, 19, 28}
{11, 19, 29}
{11, 19, 30}
{11, 19, 31}
{11, 19, 32}
{11, 19, 33}
{11, 19, 34}
{11, 20, 23}
{11, 20, 24}
{11, 20, 25}
{11, 20, 26}
{11, 20, 27}
{11, 20, 28}
{12, 12, 48}
{12, 12, 49}
{12, 12, 50}
{12, 12, 51}
{12, 12, 52}
{12, 12, 53}
{12, 12, 54}
{12, 12, 55}
{12, 13, 42}
{12, 13, 43}
{12, 13, 44}
{12, 13, 45}
{12, 13, 46}
{12, 13, 47}
{12, 13, 48}
{12, 13, 49}
{12, 13, 50}
{12, 13, 51}
{12, 13, 52}
{12, 13, 53}
{12, 13, 54}
{12, 13, 55}
{12, 14, 32}
{12, 14, 33}
{12, 14, 34}
{12, 14, 36}
{12, 14, 37}
{12, 14, 38}
{12, 14, 39}
{12, 14, 40}
{12, 14, 41}
{12, 14, 42}
{12, 14, 43}
{12, 14, 44}
{12, 14, 45}
{12, 14, 46}
{12, 14, 47}
{12, 14, 48}
{12, 14, 49}
{12, 14, 50}
{12, 14, 51}
{12, 14, 52}
{12, 14, 53}
{12, 14, 54}
{12, 14, 55}
{12, 15, 31}
{12, 15, 32}
{12, 15, 33}
{12, 15, 34}
{12, 15, 35}
{12, 15, 36}
{12, 15, 37}
{12, 15, 38}
{12, 15, 39}
{12, 15, 40}
{12, 15, 41}
{12, 15, 42}
{12, 15, 43}
{12, 15, 44}
{12, 15, 45}
{12, 15, 46}
{12, 15, 47}
{12, 15, 48}
{12, 15, 49}
{12, 15, 50}
{12, 15, 51}
{12, 15, 52}
{12, 15, 53}
{12, 15, 54}
{12, 15, 55}
{12, 16, 28}
{12, 16, 29}
{12, 16, 30}
{12, 16, 31}
{12, 16, 32}
{12, 16, 33}
{12, 16, 34}
{12, 16, 35}
{12, 16, 36}
{12, 16, 37}
{12, 16, 38}
{12, 16, 39}
{12, 16, 40}
{12, 16, 41}
{12, 16, 42}
{12, 16, 43}
{12, 16, 44}
{12, 16, 45}
{12, 16, 46}
{12, 16, 47}
{12, 16, 48}
{12, 16, 49}
{12, 16, 50}
{12, 16, 51}
{12, 17, 23}
{12, 17, 24}
{12, 17, 25}
{12, 17, 26}
{12, 17, 27}
{12, 17, 28}
{12, 17, 29}
{12, 17, 30}
{12, 17, 31}
{12, 17, 32}
{12, 17, 33}
{12, 17, 34}
{12, 17, 35}
{12, 17, 36}
{12, 17, 37}
{12, 17, 38}
{12, 17, 39}
{12, 17, 40}
{12, 17, 41}
{12, 17, 42}
{12, 17, 43}
{12, 17, 44}
{12, 17, 45}
{12, 17, 46}
{12, 17, 47}
{12, 17, 48}
{12, 18, 23}
{12, 18, 24}
{12, 18, 25}
{12, 18, 26}
{12, 18, 27}
{12, 18, 28}
{12, 18, 29}
{12, 18, 30}
{12, 18, 31}
{12, 18, 32}
{12, 18, 33}
{12, 18, 34}
{12, 18, 35}
{12, 18, 36}
{12, 18, 37}
{12, 18, 38}
{12, 18, 39}
{12, 18, 40}
{12, 18, 41}
{12, 18, 42}
{12, 18, 43}
{12, 18, 44}
{12, 19, 23}
{12, 19, 24}
{12, 19, 25}
{12, 19, 26}
{12, 19, 27}
{12, 19, 28}
{12, 19, 29}
{12, 19, 30}
{12, 19, 31}
{12, 19, 32}
{12, 19, 33}
{12, 19, 34}
{12, 19, 35}
{12, 19, 36}
{12, 19, 37}
{12, 19, 38}
{12, 19, 39}
{12, 19, 40}
{12, 19, 41}
{12, 19, 42}
{12, 20, 23}
{12, 20, 24}
{12, 20, 25}
{12, 20, 26}
{12, 20, 27}
{12, 20, 28}
{12, 20, 29}
{12, 20, 30}
{12, 20, 31}
{12, 20, 32}
{12, 20, 33}
{12, 20, 34}
{12, 20, 35}
{12, 20, 36}
{12, 20, 37}
{12, 20, 38}
{12, 21, 24}
{12, 21, 25}
{12, 21, 26}
{12, 21, 27}
{12, 21, 28}
{12, 21, 29}
{12, 21, 30}
{12, 21, 31}
{12, 21, 32}
{13, 13, 50}
{13, 13, 51}
{13, 13, 52}
{13, 13, 53}
{13, 13, 54}
{13, 13, 55}
{13, 14, 45}
{13, 14, 46}
{13, 14, 47}
{13, 14, 48}
{13, 14, 49}
{13, 14, 50}
{13, 14, 51}
{13, 14, 52}
{13, 14, 53}
{13, 14, 54}
{13, 14, 55}
{13, 15, 38}
{13, 15, 39}
{13, 15, 40}
{13, 15, 41}
{13, 15, 42}
{13, 15, 43}
{13, 15, 44}
{13, 15, 45}
{13, 15, 46}
{13, 15, 47}
{13, 15, 48}
{13, 15, 49}
{13, 15, 50}
{13, 15, 51}
{13, 15, 52}
{13, 15, 53}
{13, 15, 54}
{13, 15, 55}
{13, 16, 36}
{13, 16, 37}
{13, 16, 38}
{13, 16, 39}
{13, 16, 40}
{13, 16, 41}
{13, 16, 42}
{13, 16, 43}
{13, 16, 44}
{13, 16, 45}
{13, 16, 46}
{13, 16, 47}
{13, 16, 48}
{13, 16, 49}
{13, 16, 50}
{13, 16, 51}
{13, 16, 52}
{13, 16, 53}
{13, 16, 54}
{13, 16, 55}
{13, 17, 31}
{13, 17, 32}
{13, 17, 33}
{13, 17, 34}
{13, 17, 35}
{13, 17, 36}
{13, 17, 37}
{13, 17, 38}
{13, 17, 39}
{13, 17, 40}
{13, 17, 41}
{13, 17, 42}
{13, 17, 43}
{13, 17, 44}
{13, 17, 45}
{13, 17, 46}
{13, 17, 47}
{13, 17, 48}
{13, 17, 49}
{13, 17, 50}
{13, 17, 51}
{13, 17, 52}
{13, 17, 53}
{13, 18, 27}
{13, 18, 28}
{13, 18, 29}
{13, 18, 30}
{13, 18, 31}
{13, 18, 32}
{13, 18, 33}
{13, 18, 34}
{13, 18, 35}
{13, 18, 36}
{13, 18, 37}
{13, 18, 38}
{13, 18, 39}
{13, 18, 40}
{13, 18, 41}
{13, 18, 42}
{13, 18, 43}
{13, 18, 44}
{13, 18, 45}
{13, 18, 46}
{13, 18, 47}
{13, 18, 48}
{13, 18, 49}
{13, 18, 50}
{13, 18, 51}
{13, 19, 25}
{13, 19, 26}
{13, 19, 27}
{13, 19, 28}
{13, 19, 29}
{13, 19, 30}
{13, 19, 31}
{13, 19, 32}
{13, 19, 33}
{13, 19, 34}
{13, 19, 35}
{13, 19, 36}
{13, 19, 37}
{13, 19, 38}
{13, 19, 39}
{13, 19, 40}
{13, 19, 41}
{13, 19, 42}
{13, 19, 43}
{13, 19, 44}
{13, 19, 45}
{13, 19, 46}
{13, 20, 25}
{13, 20, 26}
{13, 20, 27}
{13, 20, 28}
{13, 20, 29}
{13, 20, 30}
{13, 20, 31}
{13, 20, 32}
{13, 20, 33}
{13, 20, 34}
{13, 20, 35}
{13, 20, 36}
{13, 20, 37}
{13, 20, 38}
{13, 20, 39}
{13, 20, 40}
{13, 20, 41}
{13, 20, 42}
{13, 20, 44}
{13, 20, 45}
{13, 20, 46}
{13, 21, 25}
{13, 21, 26}
{13, 21, 27}
{13, 21, 28}
{13, 21, 29}
{13, 21, 30}
{13, 21, 31}
{13, 21, 32}
{13, 21, 33}
{13, 21, 34}
{13, 21, 35}
{13, 21, 36}
{13, 21, 37}
{13, 21, 38}
{14, 15, 47}
{14, 15, 48}
{14, 15, 49}
{14, 15, 50}
{14, 15, 51}
{14, 15, 52}
{14, 16, 42}
{14, 16, 43}
{14, 16, 44}
{14, 16, 45}
{14, 16, 46}
{14, 16, 47}
{14, 16, 48}
{14, 16, 49}
{14, 16, 50}
{14, 16, 51}
{14, 16, 52}
{14, 17, 38}
{14, 17, 39}
{14, 17, 40}
{14, 17, 41}
{14, 17, 42}
{14, 17, 43}
{14, 17, 44}
{14, 17, 45}
{14, 17, 46}
{14, 17, 47}
{14, 17, 48}
{14, 17, 49}
{14, 17, 50}
{14, 17, 51}
{14, 17, 52}
{14, 18, 34}
{14, 18, 35}
